c_mot;c_lemme;c_morpho
poussifs;poussif;adj
poussin;poussin;nom
poussine;poussine;nom
poussinière;poussinière;nom
poussins;poussin;nom
poussions;pousser;ver
poussive;poussif;adj
poussivement;poussivement;adv
poussives;poussif;adj
poussoir;poussoir;nom
poussons;pousser;ver
poutargue;poutargue;nom
poutine;poutine;adj
poutou;poutou;nom
poutrages;poutrage;nom
poutraison;poutraison;nom
poutre;poutre;nom
poutrelle;poutrelle;nom
poutrelles;poutrelle;nom
poutres;poutre;nom
pouvaient;pouvoir;ver_sup
pouvais;pouvoir;ver_sup
pouvait;pouvoir;ver_sup
pouvant;pouvoir;ver_sup
pouvez;pouvoir;ver_sup
pouviez;pouvoir;ver_sup
pouvions;pouvoir;ver_sup
pouvoir;pouvoir;ver_sup
pouvoirs;pouvoir;nom_sup
pouvons;pouvoir;ver_sup
poux;pou;nom
pouzzolane;pouzzolane;nom
practice;practice;nom
pradelle;pradelle;nom
praesidium;praesidium;nom
pragmatique;pragmatique;adj
pragmatiquement;pragmatiquement;adv
pragmatiques;pragmatique;adj
pragmatisme;pragmatisme;nom
pragmatiste;pragmatiste;nom
praire;praire;nom
praires;praire;nom
prairial;prairial;nom
prairie;prairie;nom
prairies;prairie;nom
praline;praline;nom
praliné;praliné;adj
pralines;praline;nom
pralinés;praliné;adj
prang;prang;nom
praticable;praticable;adj
praticables;praticable;adj
praticien;praticien;nom
praticienne;praticien;nom
praticiens;praticien;nom
pratiqua;pratiquer;ver
pratiquai;pratiquer;ver
pratiquaient;pratiquer;ver
pratiquais;pratiquer;ver
pratiquait;pratiquer;ver
pratiquant;pratiquant;adj
pratiquante;pratiquant;adj
pratiquants;pratiquant;nom
pratiquât;pratiquer;ver
pratique;pratique;adj
pratiqué;pratiquer;ver
pratiquée;pratiquer;ver
pratiquées;pratiquer;ver
pratiquement;pratiquement;adv
pratiquent;pratiquer;ver
pratiquer;pratiquer;ver
pratiquera;pratiquer;ver
pratiquerai;pratiquer;ver
pratiquerais;pratiquer;ver
pratiquerait;pratiquer;ver
pratiquèrent;pratiquer;ver
pratiquerons;pratiquer;ver
pratiques;pratique;nom
pratiqués;pratiquer;ver
pratiquez;pratiquer;ver
pratiquiez;pratiquer;ver
pratiquions;pratiquer;ver
pratiquons;pratiquer;ver
praxie;praxie;nom
pré;pré;nom
pré_établi;pré_établi;adj
pré_salé;pré_salé;nom
préadolescence;préadolescence;nom
préadolescente;préadolescent;nom
préalable;préalable;nom
préalablement;préalablement;adv
préalables;préalable;adj
préambule;préambule;nom
préambules;préambule;nom
préau;préau;nom
préaux;préau;nom
préavis;préavis;nom
prébendes;prébende;nom
précaire;précaire;adj
précairement;précairement;adv
précaires;précaire;adj
précambrien;précambrien;adj
précambrienne;précambrien;adj
précarité;précarité;nom
précaution;précaution;nom
précautionneuse;précautionneux;adj
précautionneusement;précautionneusement;adv
précautionneuses;précautionneux;adj
précautionneux;précautionneux;adj
précautions;précaution;nom
précéda;précéder;ver
précédai;précéder;ver
précédaient;précéder;ver
précédais;précéder;ver
précédait;précéder;ver
précédant;précéder;ver
précédassent;précéder;ver
précédé;précéder;ver
précède;précéder;ver
précédée;précéder;ver
précédées;précéder;ver
précédemment;précédemment;adv
précédent;précédent;nom
précèdent;précéder;ver
précédente;précédent;adj
précédentes;précédent;adj
précédents;précédent;adj
précéder;précéder;ver
précédera;précéder;ver
précéderai;précéder;ver
précéderaient;précéder;ver
précéderait;précéder;ver
précédèrent;précéder;ver
précéderions;précéder;ver
précédés;précéder;ver
précédez;précéder;ver
précédons;précéder;ver
précellence;précellence;nom
précelles;précelles;nom
précepte;précepte;nom
préceptes;précepte;nom
précepteur;précepteur;nom
précepteurs;précepteur;nom
préceptrice;précepteur;nom
précession;précession;nom
prêcha;prêcher;ver
prêchaient;prêcher;ver
prêchais;prêcher;ver
prêchait;prêcher;ver
prêchant;prêcher;ver
préchauffage;préchauffage;nom
préchauffer;préchauffer;ver
prêche;prêcher;ver
prêché;prêcher;ver
prêchée;prêcher;ver
prêchent;prêcher;ver
prêcher;prêcher;ver
prêches;prêcher;ver
prêcheur;prêcheur;nom
prêcheurs;prêcheur;nom
prêcheuse;prêcheur;nom
prêchez;prêcher;ver
prêchi_prêcha;prêchi_prêcha;nom
précieuse;précieux;adj
précieusement;précieusement;adv
précieuses;précieux;adj
précieux;précieux;adj
préciosité;préciosité;nom
préciosités;préciosité;nom
précipice;précipice;nom
précipices;précipice;nom
précipita;précipiter;ver
précipitai;précipiter;ver
précipitaient;précipiter;ver
précipitais;précipiter;ver
précipitait;précipiter;ver
précipitâmes;précipiter;ver
précipitamment;précipitamment;adv
précipitant;précipiter;ver
précipitât;précipiter;ver
précipitation;précipitation;nom
précipitations;précipitation;nom
précipite;précipiter;ver
précipité;précipiter;ver
précipitée;précipiter;ver
précipitées;précipité;adj
précipitent;précipiter;ver
précipiter;précipiter;ver
précipitera;précipiter;ver
précipiterai;précipiter;ver
précipiteraient;précipiter;ver
précipiterais;précipiter;ver
précipiterait;précipiter;ver
précipiteras;précipiter;ver
précipitèrent;précipiter;ver
précipiterez;précipiter;ver
précipiterions;précipiter;ver
précipiteront;précipiter;ver
précipites;précipiter;ver
précipités;précipiter;ver
précipitez;précipiter;ver
précipitiez;précipiter;ver
précipitions;précipiter;ver
précipitons;précipiter;ver
préciputs;préciput;nom
précis;précis;adj
précisa;préciser;ver
précisai;préciser;ver
précisaient;préciser;ver
précisais;préciser;ver
précisait;préciser;ver
précisant;préciser;ver
précisât;préciser;ver
précise;précis;adj
précisé;préciser;ver
précisée;préciser;ver
précisées;préciser;ver
précisément;précisément;adv
précisent;préciser;ver
préciser;préciser;ver
précisera;préciser;ver
préciserai;préciser;ver
préciserais;préciser;ver
préciserait;préciser;ver
précisèrent;préciser;ver
préciserez;préciser;ver
préciseront;préciser;ver
précises;précis;adj
précisés;préciser;ver
précisez;préciser;ver
précision;précision;nom
précisions;précision;nom
précisons;préciser;ver
précité;précité;adj
précitée;précité;adj
précitées;précité;adj
précités;précité;adj
précoce;précoce;adj
précocement;précocement;adv
précoces;précoce;adj
précocité;précocité;nom
précognition;précognition;nom
précolombien;précolombien;adj
précolombienne;précolombien;adj
précolombiennes;précolombien;adj
préconçu;préconçu;adj
préconçue;préconçu;adj
préconçues;préconcevoir;ver
préconisa;préconiser;ver
préconisaient;préconiser;ver
préconisais;préconiser;ver
préconisait;préconiser;ver
préconisant;préconiser;ver
préconisât;préconiser;ver
préconisation;préconisation;nom
préconise;préconiser;ver
préconisé;préconiser;ver
préconisée;préconiser;ver
préconisées;préconiser;ver
préconisent;préconiser;ver
préconiser;préconiser;ver
préconiserais;préconiser;ver
préconises;préconiser;ver
préconisés;préconiser;ver
préconisez;préconiser;ver
préconisiez;préconiser;ver
précuit;précuit;adj
précuites;précuit;adj
précurseur;précurseur;nom
précurseurs;précurseur;nom
prédateur;prédateur;nom
prédateurs;prédateur;nom
prédation;prédation;nom
prédatrice;prédateur;adj
prédécesseur;prédécesseur;nom
prédécesseurs;prédécesseur;nom
prédécoupée;prédécoupé;adj
prédéfini;prédéfinir;ver
prédéfinies;prédéfinir;ver
prédelle;prédelle;nom
prédestinaient;prédestiner;ver
prédestination;prédestination;nom
prédestinations;prédestination;nom
prédestiné;prédestiner;ver
prédestinée;prédestiner;ver
prédestinées;prédestiné;adj
prédestinés;prédestiner;ver
prédéterminé;prédéterminer;ver
prédéterminée;prédéterminer;ver
prédéterminées;prédéterminer;ver
prédéterminer;prédéterminer;ver
prédéterminés;prédéterminer;ver
prédicant;prédicant;nom
prédicants;prédicant;nom
prédicat;prédicat;nom
prédicateur;prédicateur;nom
prédicateurs;prédicateur;nom
prédication;prédication;nom
prédications;prédication;nom
prédictible;prédictible;adj
prédictif;prédictif;adj
prédiction;prédiction;nom
prédictions;prédiction;nom
prédictive;prédictif;adj
prédigéré;prédigéré;adj
prédigestion;prédigestion;nom
prédilection;prédilection;nom
prédilections;prédilection;nom
prédira;prédire;ver
prédire;prédire;ver
prédirent;prédire;ver
prédirez;prédire;ver
prédis;prédire;ver
prédisaient;prédire;ver
prédisait;prédire;ver
prédisant;prédire;ver
prédise;prédire;ver
prédisent;prédire;ver
prédisez;prédire;ver
prédisiez;prédire;ver
prédisposait;prédisposer;ver
prédisposant;prédisposer;ver
prédispose;prédisposer;ver
prédisposé;prédisposer;ver
prédisposée;prédisposer;ver
prédisposées;prédisposer;ver
prédisposés;prédisposer;ver
prédisposition;prédisposition;nom
prédispositions;prédisposition;nom
prédit;prédire;ver
prédite;prédire;ver
prédominaient;prédominer;ver
prédominait;prédominer;ver
prédominance;prédominance;nom
prédominant;prédominant;adj
prédominante;prédominant;adj
prédomine;prédominer;ver
prédominer;prédominer;ver
préélectoral;préélectoral;adj
préélectorale;préélectoral;adj
prééminence;prééminence;nom
prééminente;prééminent;adj
préemption;préemption;nom
préemptive;préemptif;adj
préencollé;préencollé;adj
préétabli;préétabli;adj
préétablie;préétabli;adj
préétablies;préétabli;adj
préétablis;préétabli;adj
préexistaient;préexister;ver
préexistait;préexister;ver
préexistant;préexistant;adj
préexistante;préexistant;adj
préexistants;préexistant;adj
préexiste;préexister;ver
préexisté;préexister;ver
préfabriqué;préfabriqué;adj
préfabriquée;préfabriqué;adj
préfabriquées;préfabriqué;adj
préfabriqués;préfabriqué;adj
préface;préface;nom
préfacé;préfacer;ver
préfacées;préfacer;ver
préfacent;préfacer;ver
préfacer;préfacer;ver
préfaces;préface;nom
préfacier;préfacier;nom
préfectance;préfectance;nom
préfectorale;préfectoral;adj
préfecture;préfecture;nom
préfectures;préfecture;nom
préféra;préférer;ver
préférable;préférable;adj
préférablement;préférablement;adv
préférables;préférable;adj
préférai;préférer;ver
préféraient;préférer;ver
préférais;préférer;ver
préférait;préférer;ver
préférâmes;préférer;ver
préférant;préférer;ver
préférât;préférer;ver
préféré;préférer;ver
préfère;préférer;ver
préférée;préféré;adj
préférées;préféré;adj
préférence;préférence;nom
préférences;préférence;nom
préfèrent;préférer;ver
préférentiel;préférentiel;adj
préférentielle;préférentiel;adj
préférer;préférer;ver
préférera;préférer;ver
préférerai;préférer;ver
préféreraient;préférer;ver
préférerais;préférer;ver
préférerait;préférer;ver
préféreras;préférer;ver
préférèrent;préférer;ver
préférerez;préférer;ver
préféreriez;préférer;ver
préférerions;préférer;ver
préféreront;préférer;ver
préférés;préféré;adj
préfères;préférer;ver
préférez;préférer;ver
préfériez;préférer;ver
préférions;préférer;ver
préférons;préférer;ver
préfet;préfet;nom
préfets;préfet;nom
préfiguraient;préfigurer;ver
préfigurait;préfigurer;ver
préfigurant;préfigurer;ver
préfiguration;préfiguration;nom
préfigure;préfigurer;ver
préfiguré;préfigurer;ver
préfigurée;préfigurer;ver
préfigurent;préfigurer;ver
préfigurer;préfigurer;ver
préfix;préfix;adj
préfixation;préfixation;nom
préfixe;préfixe;nom
préfixes;préfixe;nom
préformait;préformer;ver
préformation;préformation;nom
préformer;préformer;ver
préfrontal;préfrontal;adj
préfrontale;préfrontal;adj
prégnance;prégnance;nom
prégnante;prégnant;adj
préhenseur;préhenseur;adj
préhensile;préhensile;adj
préhension;préhension;nom
préhensives;préhensif;adj
préhistoire;préhistoire;nom
préhistorien;préhistorien;nom
préhistorique;préhistorique;adj
préhistoriques;préhistorique;adj
préhominien;préhominien;nom
préindustriel;préindustriel;adj
préjudice;préjudice;nom
préjudices;préjudice;nom
préjudiciable;préjudiciable;adj
préjudiciables;préjudiciable;adj
préjuge;préjuger;ver
préjugé;préjugé;nom
préjugeait;préjuger;ver
préjugeant;préjuger;ver
préjugée;préjuger;ver
préjuger;préjuger;ver
préjugés;préjugé;nom
prélassaient;prélasser;ver
prélassais;prélasser;ver
prélassait;prélasser;ver
prélassant;prélasser;ver
prélasse;prélasser;ver
prélassent;prélasser;ver
prélasser;prélasser;ver
prélassera;prélasser;ver
prélassèrent;prélasser;ver
prélasseront;prélasser;ver
prélassez;prélasser;ver
prélassiez;prélasser;ver
prélat;prélat;nom
prélats;prélat;nom
prélavage;prélavage;nom
prélaver;prélaver;ver
prèle;prèle;nom
prélegs;prélegs;nom
prêles;prêle;nom
préleva;prélever;ver
prélevaient;prélever;ver
prélevais;prélever;ver
prélevait;prélever;ver
prélevant;prélever;ver
prélevé;prélever;ver
prélève;prélever;ver
prélevée;prélever;ver
prélevées;prélever;ver
prélèvement;prélèvement;nom
prélèvements;prélèvement;nom
prélèvent;prélever;ver
prélever;prélever;ver
prélèveraient;prélever;ver
prélèverait;prélever;ver
prélevèrent;prélever;ver
prélèverez;prélever;ver
prélèverions;prélever;ver
prélevés;prélever;ver
prélevez;prélever;ver
prélevons;prélever;ver
préliminaire;préliminaire;adj
préliminaires;préliminaire;nom
préluda;préluder;ver
préludaient;préluder;ver
préludait;préluder;ver
préludant;préluder;ver
préludât;préluder;ver
prélude;prélude;nom
préludé;préluder;ver
préludent;préluder;ver
préluder;préluder;ver
préluderait;préluder;ver
préludèrent;préluder;ver
préludes;prélude;nom
prématuré;prématuré;adj
prématurée;prématuré;adj
prématurées;prématuré;adj
prématurément;prématurément;adv
prématurés;prématuré;nom
prématurité;prématurité;nom
préméditait;préméditer;ver
préméditation;préméditation;nom
préméditations;préméditation;nom
prémédite;préméditer;ver
prémédité;prémédité;adj
préméditée;prémédité;adj
préméditées;préméditer;ver
préméditer;préméditer;ver
préméditera;préméditer;ver
prémédités;prémédité;adj
préméditons;préméditer;ver
prémenstruel;prémenstruel;adj
prémenstruelle;prémenstruel;adj
prémices;prémices;nom
premier;premier;adj
premier_maître;premier_maître;nom
premier_né;premier_né;nom
premier_né;premier_né;nom
première;premier;adj
première_née;première_née;nom
premièrement;premièrement;adv
premières;premier;adj
premiers;premier;adj
prémisse;prémisse;nom
prémisses;prémisse;nom
premium;premium;nom
prémolaire;prémolaire;nom
prémolaires;prémolaire;nom
prémonition;prémonition;nom
prémonitions;prémonition;nom
prémonitoire;prémonitoire;adj
prémonitoires;prémonitoire;adj
prémontrés;prémontré;adj
prémuni;prémunir;ver
prémunie;prémunir;ver
prémunir;prémunir;ver
prémuniraient;prémunir;ver
prémunis;prémunir;ver
prémunissent;prémunir;ver
prenable;prenable;adj
prenables;prenable;adj
prenaient;prendre;ver
prenais;prendre;ver
prenait;prendre;ver
prenant;prendre;ver
prenante;prenant;adj
prenantes;prenant;adj
prenants;prenant;adj
prénatal;prénatal;adj
prénatale;prénatal;adj
prénatales;prénatal;adj
prénataux;prénatal;adj
prend;prendre;ver
prendra;prendre;ver
prendrai;prendre;ver
prendraient;prendre;ver
prendrais;prendre;ver
prendrait;prendre;ver
prendras;prendre;ver
prendre;prendre;ver
prendrez;prendre;ver
prendriez;prendre;ver
prendrions;prendre;ver
prendrons;prendre;ver
prendront;prendre;ver
prends;prendre;ver
preneur;preneur;nom
preneurs;preneur;nom
preneuse;preneur;nom
prenez;prendre;ver
preniez;prendre;ver
prenions;prendre;ver
prenne;prendre;ver
prennent;prendre;ver
prennes;prendre;ver
prénom;prénom;nom
prénom_type;prénom_type;nom
prénomma;prénommer;ver
prénommaient;prénommer;ver
prénommais;prénommer;ver
prénommait;prénommer;ver
prénommant;prénommer;ver
prénommât;prénommer;ver
prénomme;prénommer;ver
prénommé;prénommer;ver
prénommée;prénommé;nom
prénomment;prénommer;ver
prénommer;prénommer;ver
prénommèrent;prénommer;ver
prénommez;prénommer;ver
prénoms;prénom;nom
prenons;prendre;ver
prénuptial;prénuptial;adj
prénuptiale;prénuptial;adj
préoccupa;préoccuper;ver
préoccupai;préoccuper;ver
préoccupaient;préoccuper;ver
préoccupais;préoccuper;ver
préoccupait;préoccuper;ver
préoccupant;préoccupant;adj
préoccupante;préoccupant;adj
préoccupantes;préoccupant;adj
préoccupât;préoccuper;ver
préoccupâtes;préoccuper;ver
préoccupation;préoccupation;nom
préoccupations;préoccupation;nom
préoccupe;préoccuper;ver
préoccupé;préoccuper;ver
préoccupée;préoccuper;ver
préoccupées;préoccupé;adj
préoccupent;préoccuper;ver
préoccuper;préoccuper;ver
préoccupera;préoccuper;ver
préoccuperai;préoccuper;ver
préoccuperaient;préoccuper;ver
préoccuperais;préoccuper;ver
préoccuperait;préoccuper;ver
préoccupèrent;préoccuper;ver
préoccupes;préoccuper;ver
préoccupés;préoccuper;ver
préoccupez;préoccuper;ver
préoccupiez;préoccuper;ver
préoccupions;préoccuper;ver
préoccupons;préoccuper;ver
préopératoire;préopératoire;adj
prépa;prépa;nom
prépara;préparer;ver
préparai;préparer;ver
préparaient;préparer;ver
préparais;préparer;ver
préparait;préparer;ver
préparant;préparer;ver
préparât;préparer;ver
préparateur;préparateur;nom
préparateurs;préparateur;nom
préparatif;préparatif;nom
préparatifs;préparatif;nom
préparation;préparation;nom
préparations;préparation;nom
préparatoire;préparatoire;adj
préparatoires;préparatoire;adj
préparatrice;préparateur;nom
préparatrices;préparateur;nom
prépare;préparer;ver
préparé;préparer;ver
préparée;préparer;ver
préparées;préparer;ver
préparent;préparer;ver
préparer;préparer;ver
préparera;préparer;ver
préparerai;préparer;ver
prépareraient;préparer;ver
préparerais;préparer;ver
préparerait;préparer;ver
prépareras;préparer;ver
préparèrent;préparer;ver
préparerez;préparer;ver
préparerons;préparer;ver
prépareront;préparer;ver
prépares;préparer;ver
préparés;préparer;ver
préparez;préparer;ver
prépariez;préparer;ver
préparions;préparer;ver
préparons;préparer;ver
prépayée;prépayer;ver
prépondérance;prépondérance;nom
prépondérant;prépondérant;adj
prépondérante;prépondérant;adj
prépondérants;prépondérant;adj
préposé;préposé;nom
préposée;préposé;nom
préposées;préposé;nom
préposés;préposé;nom
préposition;préposition;nom
prépositions;préposition;nom
prépotence;prépotence;nom
préprogrammé;préprogrammé;adj
préprogrammée;préprogrammé;adj
prépubère;prépubère;adj
prépuce;prépuce;nom
prépuces;prépuce;nom
préraphaélite;préraphaélite;adj
préréglé;prérégler;ver
prérentrée;prérentrée;nom
préretraite;préretraite;nom
prérévolutionnaire;prérévolutionnaire;adj
prérogative;prérogative;nom
prérogatives;prérogative;nom
préroman;préroman;adj
prés;pré;nom
près;près;pre
près_de;près_de;adv
présage;présage;nom
présagé;présager;ver
présagea;présager;ver
présageaient;présager;ver
présageait;présager;ver
présagent;présager;ver
présager;présager;ver
présagerait;présager;ver
présages;présage;nom
presbyte;presbyte;adj
presbytère;presbytère;nom
presbytérien;presbytérien;adj
presbytérienne;presbytérien;adj
presbytériennes;presbytérien;adj
presbyterium;presbyterium;nom
presbytie;presbytie;nom
prescience;prescience;nom
presciente;prescient;adj
préscolaire;préscolaire;adj
préscolaires;préscolaire;adj
prescription;prescription;nom
prescriptions;prescription;nom
prescrirait;prescrire;ver
prescrire;prescrire;ver
prescris;prescrire;ver
prescrit;prescrire;ver
prescrite;prescrire;ver
prescrites;prescrire;ver
prescrits;prescrire;ver
prescrivaient;prescrire;ver
prescrivais;prescrire;ver
prescrivait;prescrire;ver
prescrivant;prescrire;ver
prescrive;prescrire;ver
prescrivent;prescrire;ver
prescrivez;prescrire;ver
prescrivis;prescrire;ver
prescrivit;prescrire;ver
préséance;préséance;nom
préséances;préséance;nom
présélection;présélection;nom
présélectionné;présélectionner;ver
présélectionnée;présélectionner;ver
présélections;présélection;nom
présence;présence;nom
présences;présence;nom
préséniles;présénile;adj
présent;présent;nom
présenta;présenter;ver
présentable;présentable;adj
présentables;présentable;adj
présentai;présenter;ver
présentaient;présenter;ver
présentais;présenter;ver
présentait;présenter;ver
présentant;présenter;ver
présentassent;présenter;ver
présentât;présenter;ver
présentateur;présentateur;nom
présentateurs;présentateur;nom
présentation;présentation;nom
présentations;présentation;nom
présentatrice;présentateur;nom
présentatrices;présentateur;nom
présente;présenter;ver
présenté;présenter;ver
présentée;présenter;ver
présentées;présenter;ver
présentement;présentement;adv
présentent;présenter;ver
présenter;présenter;ver
présentera;présenter;ver
présenterai;présenter;ver
présenteraient;présenter;ver
présenterais;présenter;ver
présenterait;présenter;ver
présenteras;présenter;ver
présentèrent;présenter;ver
présenterez;présenter;ver
présenteriez;présenter;ver
présenterons;présenter;ver
présenteront;présenter;ver
présentes;présenter;ver
présentés;présenter;ver
présentez;présenter;ver
présentiez;présenter;ver
présentions;présenter;ver
présentoir;présentoir;nom
présentoirs;présentoir;nom
présentons;présenter;ver
présents;présent;adj
préserva;préserver;ver
préservaient;préserver;ver
préservais;préserver;ver
préservait;préserver;ver
préservant;préserver;ver
préservateur;préservateur;nom
préservatif;préservatif;nom
préservatifs;préservatif;nom
préservation;préservation;nom
préserve;préserver;ver
préservé;préserver;ver
préservée;préserver;ver
préservées;préserver;ver
préservent;préserver;ver
préserver;préserver;ver
préservera;préserver;ver
préserverai;préserver;ver
préserverait;préserver;ver
préservés;préserver;ver
préservez;préserver;ver
préservons;préserver;ver
présida;présider;ver
présidai;présider;ver
présidaient;présider;ver
présidais;présider;ver
présidait;présider;ver
présidant;présider;ver
présidât;présider;ver
préside;présider;ver
présidé;présider;ver
présidée;présider;ver
présidence;présidence;nom
présidences;présidence;nom
président;président;nom
président_directeur;président_directeur;nom
président_directeur;président_directeur;nom
présidente;président;nom
présidentes;président;nom
présidentiable;présidentiable;adj
présidentiables;présidentiable;adj
présidentiel;présidentiel;adj
présidentielle;présidentiel;adj
présidentielles;présidentiel;adj
présidentiels;présidentiel;adj
présidents;président;nom
présider;présider;ver
présidera;présider;ver
présiderai;présider;ver
présiderais;présider;ver
présiderait;présider;ver
présideras;présider;ver
présidèrent;présider;ver
présiderez;présider;ver
présides;présider;ver
présidés;présider;ver
présidiez;présider;ver
présidium;présidium;nom
présidons;présider;ver
présocratique;présocratique;adj
présocratiques;présocratique;adj
présomptif;présomptif;adj
présomption;présomption;nom
présomptions;présomption;nom
présomptive;présomptif;adj
présomptueuse;présomptueux;nom
présomptueuses;présomptueux;adj
présomptueux;présomptueux;adj
presqu_île;presqu_île;nom
presqu_île;presqu_île;nom
presque;presque;adv_sup
press_book;press_book;nom
pressa;presser;ver
pressage;pressage;nom
pressai;presser;ver
pressaient;presser;ver
pressais;presser;ver
pressait;presser;ver
pressant;pressant;adj
pressante;pressant;adj
pressantes;pressant;adj
pressants;pressant;adj
pressât;presser;ver
presse;presse;nom
pressé;presser;ver
presse_agrumes;presse_agrumes;nom
presse_bouton;presse_bouton;adj
presse_citron;presse_citron;nom
presse_fruits;presse_fruits;nom
presse_papier;presse_papier;nom
presse_papiers;presse_papiers;nom
presse_purée;presse_purée;nom
presse_raquette;presse_raquette;nom
pressée;pressé;adj
pressées;pressé;adj
pressement;pressement;nom
pressements;pressement;nom
pressens;pressentir;ver
pressent;pressentir;ver
pressentaient;pressentir;ver
pressentais;pressentir;ver
pressentait;pressentir;ver
pressentant;pressentir;ver
pressentent;pressentir;ver
pressentez;pressentir;ver
pressenti;pressentir;ver
pressentie;pressentir;ver
pressenties;pressenti;adj
pressentiez;pressentir;ver
pressentiment;pressentiment;nom
pressentiments;pressentiment;nom
pressentîmes;pressentir;ver
pressentions;pressentir;ver
pressentir;pressentir;ver
pressentirez;pressentir;ver
pressentis;pressentir;ver
pressentit;pressentir;ver
pressentît;pressentir;ver
pressentons;pressentir;ver
presser;presser;ver
pressera;presser;ver
presserai;presser;ver
presseraient;presser;ver
presserait;presser;ver
pressèrent;presser;ver
presseront;presser;ver
presses;presse;nom
pressés;presser;ver
presseur;presseur;adj
pressez;presser;ver
pressiez;presser;ver
pressing;pressing;nom
pressings;pressing;nom
pression;pression;nom
pressionnée;pressionné;adj
pressions;pression;nom
pressoir;pressoir;nom
pressoirs;pressoir;nom
pressons;presser;ver
pressurant;pressurer;ver
pressure;pressurer;ver
pressurée;pressurer;ver
pressurer;pressurer;ver
pressures;pressurer;ver
pressurés;pressurer;ver
pressurisation;pressurisation;nom
pressurisé;pressurisé;adj
pressurisée;pressurisé;adj
pressurisées;pressuriser;ver
pressuriser;pressuriser;ver
pressurisés;pressurisé;adj
pressurisez;pressuriser;ver
prestance;prestance;nom
prestataire;prestataire;nom
prestataires;prestataire;nom
prestation;prestation;nom
prestations;prestation;nom
preste;preste;adj
prestement;prestement;adv
prestes;preste;adj
prestesse;prestesse;nom
prestidigitateur;prestidigitateur;nom
prestidigitateurs;prestidigitateur;nom
prestidigitation;prestidigitation;nom
prestidigitations;prestidigitation;nom
prestidigitatrice;prestidigitateur;nom
prestige;prestige;nom
prestiges;prestige;nom
prestigieuse;prestigieux;adj
prestigieuses;prestigieux;adj
prestigieux;prestigieux;adj
presto;presto;adv
présumables;présumable;adj
présumai;présumer;ver
présumais;présumer;ver
présumait;présumer;ver
présumant;présumer;ver
présume;présumer;ver
présumé;présumé;adj
présumée;présumer;ver
présumées;présumé;adj
présumer;présumer;ver
présumerai;présumer;ver
présumés;présumer;ver
présumez;présumer;ver
présumons;présumer;ver
présupposant;présupposer;ver
présuppose;présupposer;ver
présupposée;présupposer;ver
présupposent;présupposer;ver
prêt;prêt;adj
prêt_à_porter;prêt_à_porter;nom
prêt_bail;prêt_bail;nom
prêta;prêter;ver
prêtai;prêter;ver
prêtaient;prêter;ver
prêtais;prêter;ver
prêtait;prêter;ver
prêtâmes;prêter;ver
prêtant;prêter;ver
prêtassent;prêter;ver
prêtât;prêter;ver
prête;prêt;adj
prêté;prêter;ver
prête_nom;prête_nom;nom
prêtée;prêter;ver
prêtées;prêter;ver
prétend;prétendre;ver
prétendaient;prétendre;ver
prétendais;prétendre;ver
prétendait;prétendre;ver
prétendant;prétendant;nom
prétendante;prétendant;nom
prétendants;prétendant;nom
prétende;prétendre;ver
prétendent;prétendre;ver
prétendez;prétendre;ver
prétendiez;prétendre;ver
prétendions;prétendre;ver
prétendirent;prétendre;ver
prétendis;prétendre;ver
prétendissent;prétendre;ver
prétendit;prétendre;ver
prétendît;prétendre;ver
prétendons;prétendre;ver
prétendra;prétendre;ver
prétendrai;prétendre;ver
prétendraient;prétendre;ver
prétendrais;prétendre;ver
prétendrait;prétendre;ver
prétendras;prétendre;ver
prétendre;prétendre;ver
prétendront;prétendre;ver
prétends;prétendre;ver
prétendu;prétendre;ver
prétendue;prétendu;adj
prétendues;prétendu;adj
prétendument;prétendument;adv
prétendus;prétendu;adj
prêtent;prêter;ver
prétentaine;prétentaine;nom
prétentiard;prétentiard;adj
prétentiarde;prétentiard;nom
prétentiards;prétentiard;nom
prétentieuse;prétentieux;adj
prétentieuses;prétentieux;adj
prétentieux;prétentieux;adj
prétention;prétention;nom
prétentions;prétention;nom
prêter;prêter;ver
prêtera;prêter;ver
prêterai;prêter;ver
prêteraient;prêter;ver
prêterais;prêter;ver
prêterait;prêter;ver
prêteras;prêter;ver
prêtèrent;prêter;ver
prêterez;prêter;ver
prêteriez;prêter;ver
prêterions;prêter;ver
préternaturel;préternaturel;adj
prêterons;prêter;ver
prêteront;prêter;ver
prêtes;prêt;adj
prêtés;prêter;ver
préteur;préteur;nom
prêteur;prêteur;nom
préteurs;préteur;nom
prêteurs;prêteur;nom
prêteuse;prêteur;adj
prétexta;prétexter;ver
prétextai;prétexter;ver
prétextait;prétexter;ver
prétextant;prétexter;ver
prétexte;prétexte;nom
prétexté;prétexter;ver
prétextent;prétexter;ver
prétexter;prétexter;ver
prétextes;prétexte;nom
prêtez;prêter;ver
prêtiez;prêter;ver
prêtions;prêter;ver
prétoire;prétoire;nom
prétoires;prétoire;nom
prêtons;prêter;ver
prétorien;prétorien;nom
prétorienne;prétorien;adj
prétoriennes;prétorien;adj
prétoriens;prétorien;nom
prêtraille;prêtraille;nom
prêtre;prêtre;nom
prêtre_ouvrier;prêtre_ouvrier;nom
prêtres;prêtre;nom
prêtresse;prêtre;nom
prêtresses;prêtre;nom
prêtrise;prêtrise;nom
prêts;prêt;adj
préture;préture;nom
preuve;preuve;nom
preuves;preuve;nom
